ID;FXID;PLID;team_id;ps_timestamp;ps_endstamp;MatchTime;period;x_coord;y_coord;x_coord_end;y_coord_end;action;actionName;ActionType;ActionTypeName;Actionresult;ActionResultName;qualifier3;qualifier3Name;qualifier4;qualifier4Name;qualifier5;qualifier5Name;Metres;PlayNum;SetNum;sequence_id;player_advantage;score_advantage;homeTeamID;awayTeamID;kickofftime;hometeamHTscore;awayteamHTscore;hometeamFTscore;awayteamFTscore;hometeamCurrentScore;awayteamCurrentScore;venueID;cityID;cityName;roundNumber;playerShirtNumber;playerpositionID;playerpositionName;homecoachID;homecoachName;awaycoachID;awaycoachName;refereeID;assistantreferee1ID;assistantreferee2ID;videoReferee1ID;competitionID;isHome;result
0;932657;2300;2300;0.00;0.00;8;1;50;34;0;0;17;;407;;0;;0;;0;;0;;0;0;0;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;Y;W
1;932657;27528;2350;0.00;0.00;8;1;50;34;93;59;14;Restart;281;50m Restart;286;Restart Opp Collection;288;Long;0;;0;;0;1;0;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;10;10;Fly Half;0;;0;;3;1000335;1000666;51;242;N;L
2;932657;19654;2300;4.52;4.52;13;1;7;9;0;0;18;Collection;275;Restart Catch;277;Success;0;;0;;0;;0;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;8;8;Number 8;0;;0;;3;1000335;1000666;51;242;Y;W
3;932657;27023;2350;5.92;5.92;14;1;88;53;0;0;2;Tackle;142;Chase Tackle;160;Passive;0;;475;Ineffective Tackle;0;;0;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;13;13;Outside Centre;0;;0;;3;1000335;1000666;51;242;N;L
4;932657;35510;2350;6.88;6.88;15;1;88;53;0;0;2;Tackle;142;Chase Tackle;153;Complete;0;;474;Neutral Tackle;0;;0;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;7;7;Openside Flanker;0;;0;;3;1000335;1000666;51;242;N;L
5;932657;19654;2300;7.20;7.20;16;1;7;9;14;15;1;Carry;105;Restart Return;107;Tackled Dominant CarryEnd;111;Failed Gain line;460;Dominant Contact CarryEnd;502;2 Tacklers Committed;7;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;8;8;Number 8;0;;0;;3;1000335;1000666;51;242;Y;W
6;932657;2300;2300;7.20;15.84;16;1;14;15;0;0;23;Ruck;0;Won Outright;401;Won Outright;551;N/A Gainline;558;6+ Seconds;676;N/A Movement Ruck;0;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;Y;W
7;932657;23932;2300;7.68;7.68;16;1;14;15;0;0;43;Ruck OOA;574;Secured;583;Own Team 1st Entry;588;OOA Entry 1st Entry- Att;632;Attacking OOA;0;1;1;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;Y;W
8;932657;21558;2300;10.68;10.68;19;1;14;15;0;0;43;Ruck OOA;574;Secured;584;Own Team 2nd Entry;589;OOA Entry 2nd Entry- Att;632;Attacking OOA;0;2;2;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;4;4;Lock (4);0;;0;;3;1000335;1000666;51;242;Y;W
9;932657;19751;2300;12.80;12.80;21;1;14;15;0;0;43;Ruck OOA;574;Secured;585;Own Team 3rd Entry;590;OOA Entry 3rd Entry- Att;632;Attacking OOA;0;3;3;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;7;7;Openside Flanker;0;;0;;3;1000335;1000666;51;242;Y;W
10;932657;21185;2350;13.28;13.28;22;1;86;53;0;0;43;Ruck OOA;577;Not Clearing;583;Own Team 1st Entry;603;OOA Entry 1st Entry- Def;633;Defensive OOA;0;1;1;1;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;3;3;Tighthead Prop;0;;0;;3;1000335;1000666;51;242;N;L
11;932657;20082;2300;15.84;15.84;24;1;13;15;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;2;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;Y;W
12;932657;20082;2300;16.80;16.80;25;1;12;15;41;1;4;Kick;346;Box;198;Caught Full;186;Kick in Play (Own 22);0;;0;;29;2;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;Y;W
13;932657;20082;2300;16.80;16.80;25;1;12;15;0;0;47;Playmaker Options;671;Halfback at Breakdown;674;Playmaker Option - Kick;0;;0;;0;;0;2;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;Y;W
14;932657;2300;2300;16.80;16.80;25;1;12;15;0;0;45;Defensive Exit;630;Kicked out of 22;0;;0;;0;;0;;0;2;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;Y;W
15;932657;2300;2300;4.52;21.00;29;1;7;9;41;1;15;Possession;307;50m Restart;351;Kick in Play;0;;0;;0;;34;2;1;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;Y;W
16;932657;21635;2350;21.00;21.00;29;1;59;67;0;0;18;Collection;273;Defensive Catch;277;Success;0;;0;;0;;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;N;L
17;932657;2350;2350;21.00;68.12;29;1;59;67;92;36;46;Opposition 22 Entry;646;22 Entry Outcome - Turnover;0;;0;;0;;0;;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;N;L
18;932657;23914;2300;23.68;23.68;32;1;42;8;0;0;2;Tackle;142;Chase Tackle;155;Offload Allowed;0;;474;Neutral Tackle;0;;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;Y;W
19;932657;21635;2350;24.08;24.08;33;1;59;67;57;58;1;Carry;104;Kick Return;122;Off Load CarryEnd;111;Failed Gain line;461;Neutral Contact CarryEnd;501;1 Tackler Committed;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;N;L
20;932657;21635;2350;24.08;24.08;33;1;57;58;57;58;3;Pass;151;Offload;128;Own Player;679;Short Pass;682;Right Pass;0;;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;N;L
21;932657;23362;2350;24.40;24.40;33;1;54;59;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;14;14;Right Wing;0;;0;;3;1000335;1000666;51;242;N;L
22;932657;21558;2300;26.48;26.48;35;1;43;17;0;0;2;Tackle;142;Chase Tackle;153;Complete;0;;474;Neutral Tackle;0;;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;4;4;Lock (4);0;;0;;3;1000335;1000666;51;242;Y;W
23;932657;23362;2350;27.96;27.96;36;1;57;58;58;51;1;Carry;106;Support Carry;108;Tackled Neutral CarryEnd;111;Failed Gain line;461;Neutral Contact CarryEnd;502;2 Tacklers Committed;1;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;14;14;Right Wing;0;;0;;3;1000335;1000666;51;242;N;L
24;932657;24778;2300;27.88;27.88;36;1;43;17;0;0;2;Tackle;142;Chase Tackle;153;Complete;441;Assist;474;Neutral Tackle;0;;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;6;6;Blindside Flanker;0;;0;;3;1000335;1000666;51;242;Y;W
25;932657;2350;2350;27.96;31.00;36;1;58;51;0;0;23;Ruck;0;Won Outright;401;Won Outright;551;N/A Gainline;555;3-4 Seconds;661;Mid Left Open Movement Ruck;0;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;N;L
26;932657;24589;2350;29.92;29.92;38;1;58;51;0;0;43;Ruck OOA;574;Secured;583;Own Team 1st Entry;588;OOA Entry 1st Entry- Att;632;Attacking OOA;0;1;1;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;6;6;Blindside Flanker;0;;0;;3;1000335;1000666;51;242;N;L
27;932657;19751;2300;30.80;30.80;39;1;42;17;0;0;43;Ruck OOA;577;Not Clearing;583;Own Team 1st Entry;603;OOA Entry 1st Entry- Def;633;Defensive OOA;0;1;1;1;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;7;7;Openside Flanker;0;;0;;3;1000335;1000666;51;242;Y;W
28;932657;22551;2350;31.00;31.00;39;1;57;51;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
29;932657;22551;2350;31.44;31.44;40;1;56;51;56;51;3;Pass;169;Complete;0;;686;Medium Pass;681;Left Pass;0;;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
30;932657;22551;2350;31.44;31.44;40;1;56;51;0;0;47;Playmaker Options;671;Halfback at Breakdown;675;Playmaker Option - Pass;0;;0;;0;;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
31;932657;20321;2350;32.88;32.88;41;1;53;37;0;0;47;Playmaker Options;656;First Receiver;673;Playmaker Option - Carry;0;;0;;0;;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;1;1;Loosehead Prop;0;;0;;3;1000335;1000666;51;242;N;L
32;932657;20321;2350;32.88;32.88;41;1;53;37;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;1;1;Loosehead Prop;0;;0;;3;1000335;1000666;51;242;N;L
33;932657;20321;2350;34.04;34.04;42;1;58;51;57;36;1;Carry;101;One Out Drive;108;Tackled Neutral CarryEnd;111;Failed Gain line;461;Neutral Contact CarryEnd;502;2 Tacklers Committed;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;1;1;Loosehead Prop;0;;0;;3;1000335;1000666;51;242;N;L
34;932657;31014;2300;33.84;33.84;42;1;43;31;0;0;2;Tackle;144;Line Tackle;153;Complete;0;;474;Neutral Tackle;0;;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;2;2;Hooker;0;;0;;3;1000335;1000666;51;242;Y;W
35;932657;19654;2300;33.96;33.96;42;1;43;31;0;0;2;Tackle;144;Line Tackle;153;Complete;0;;474;Neutral Tackle;0;;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;8;8;Number 8;0;;0;;3;1000335;1000666;51;242;Y;W
36;932657;2350;2350;34.04;34.96;42;1;57;36;0;0;23;Ruck;0;Won Outright;401;Won Outright;549;Behind Previous Gainline;552;0-1 Seconds;663;Close Left Open Movement Ruck;0;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;N;L
37;932657;31014;2300;34.48;34.48;43;1;43;32;0;0;43;Ruck OOA;578;Got Cleaned Out;583;Own Team 1st Entry;603;OOA Entry 1st Entry- Def;633;Defensive OOA;0;1;1;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;2;2;Hooker;0;;0;;3;1000335;1000666;51;242;Y;W
38;932657;21185;2350;34.72;34.72;43;1;57;36;0;0;43;Ruck OOA;572;Cleaned Out;583;Own Team 1st Entry;588;OOA Entry 1st Entry- Att;632;Attacking OOA;0;1;1;2;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;3;3;Tighthead Prop;0;;0;;3;1000335;1000666;51;242;N;L
39;932657;27744;2350;34.96;34.96;43;1;56;36;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;N;L
40;932657;27744;2350;34.96;34.96;43;1;56;36;0;0;47;Playmaker Options;672;Acting Halfback at Breakdown;673;Playmaker Option - Carry;0;;0;;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;N;L
41;932657;27744;2350;36.60;36.60;45;1;57;36;56;33;1;Carry;102;Pick and Go;122;Off Load CarryEnd;111;Failed Gain line;461;Neutral Contact CarryEnd;501;1 Tackler Committed;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;N;L
42;932657;23932;2300;36.20;36.20;45;1;44;35;0;0;2;Tackle;145;Guard Tackle;155;Offload Allowed;0;;474;Neutral Tackle;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;Y;W
43;932657;27744;2350;36.60;36.60;45;1;56;33;56;33;3;Pass;151;Offload;128;Own Player;679;Short Pass;682;Right Pass;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;N;L
44;932657;22551;2350;37.32;37.32;46;1;54;34;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
45;932657;22551;2350;37.36;37.36;46;1;55;32;55;32;3;Pass;169;Complete;0;;679;Short Pass;681;Left Pass;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
46;932657;20559;2350;37.68;37.68;46;1;53;29;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;8;8;Number 8;0;;0;;3;1000335;1000666;51;242;N;L
47;932657;21546;2300;37.92;37.92;46;1;44;38;0;0;2;Tackle;144;Line Tackle;161;Missed;0;;475;Ineffective Tackle;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;10;10;Fly Half;0;;0;;3;1000335;1000666;51;242;Y;W
48;932657;21546;2300;37.92;37.92;46;1;44;38;0;0;12;Missed Tackle;165;Positional;166;Tackled;0;;0;;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;10;10;Fly Half;0;;0;;3;1000335;1000666;51;242;Y;W
49;932657;20559;2350;38.12;38.12;47;1;56;30;0;0;10;Attacking Qualities;116;Defender Beaten;0;;0;;0;;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;8;8;Number 8;0;;0;;3;1000335;1000666;51;242;N;L
50;932657;21560;2300;38.72;38.72;47;1;38;36;0;0;2;Tackle;144;Line Tackle;160;Passive;0;;475;Ineffective Tackle;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;13;13;Outside Centre;0;;0;;3;1000335;1000666;51;242;Y;W
51;932657;19751;2300;39.24;39.24;48;1;38;36;0;0;2;Tackle;144;Line Tackle;160;Passive;0;;475;Ineffective Tackle;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;7;7;Openside Flanker;0;;0;;3;1000335;1000666;51;242;Y;W
52;932657;23932;2300;39.60;39.60;48;1;38;36;0;0;2;Tackle;144;Line Tackle;160;Passive;0;;475;Ineffective Tackle;0;;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;Y;W
53;932657;20559;2350;40.20;40.20;49;1;57;36;65;33;1;Carry;103;Other Carry;107;Tackled Dominant CarryEnd;109;Crossed Gain line;460;Dominant Contact CarryEnd;504;4+ Tacklers Committed;8;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;8;8;Number 8;0;;0;;3;1000335;1000666;51;242;N;L
54;932657;2350;2350;40.20;42.56;49;1;65;33;0;0;23;Ruck;0;Won Outright;401;Won Outright;548;Over Previous Gainline;554;2-3 Seconds;659;Wide Left Open Movement Ruck;0;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;N;L
55;932657;23932;2300;40.48;40.48;49;1;35;35;0;0;43;Ruck OOA;578;Got Cleaned Out;583;Own Team 1st Entry;603;OOA Entry 1st Entry- Def;633;Defensive OOA;0;1;1;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;5;5;Lock (5);0;;0;;3;1000335;1000666;51;242;Y;W
56;932657;35510;2350;40.96;40.96;49;1;65;33;0;0;43;Ruck OOA;572;Cleaned Out;583;Own Team 1st Entry;588;OOA Entry 1st Entry- Att;632;Attacking OOA;0;1;1;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;7;7;Openside Flanker;0;;0;;3;1000335;1000666;51;242;N;L
57;932657;24589;2350;41.56;41.56;50;1;65;33;0;0;43;Ruck OOA;574;Secured;584;Own Team 2nd Entry;589;OOA Entry 2nd Entry- Att;632;Attacking OOA;0;2;2;3;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;6;6;Blindside Flanker;0;;0;;3;1000335;1000666;51;242;N;L
58;932657;22551;2350;42.56;42.56;51;1;64;33;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
59;932657;22551;2350;43.72;43.72;52;1;63;33;0;0;47;Playmaker Options;671;Halfback at Breakdown;675;Playmaker Option - Pass;0;;0;;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
60;932657;22551;2350;43.72;43.72;52;1;63;33;63;33;3;Pass;169;Complete;0;;686;Medium Pass;681;Left Pass;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
61;932657;27528;2350;45.32;45.32;54;1;62;22;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;10;10;Fly Half;0;;0;;3;1000335;1000666;51;242;N;L
62;932657;27528;2350;45.36;45.36;54;1;65;18;0;0;47;Playmaker Options;656;First Receiver;675;Playmaker Option - Pass;0;;0;;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;10;10;Fly Half;0;;0;;3;1000335;1000666;51;242;N;L
63;932657;27528;2350;45.36;45.36;54;1;65;18;65;18;3;Pass;169;Complete;0;;686;Medium Pass;681;Left Pass;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;10;10;Fly Half;0;;0;;3;1000335;1000666;51;242;N;L
64;932657;21635;2350;46.04;46.04;54;1;63;10;0;0;47;Playmaker Options;657;Second Receiver;673;Playmaker Option - Carry;0;;0;;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;N;L
65;932657;21635;2350;46.04;46.04;54;1;63;10;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;N;L
66;932657;21635;2350;46.80;46.80;55;1;65;33;70;7;1;Carry;103;Other Carry;121;Pass CarryEnd;109;Crossed Gain line;0;;500;0 Tacklers Committed;5;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;N;L
67;932657;21635;2350;46.80;46.80;55;1;70;7;70;7;3;Pass;169;Complete;0;;686;Medium Pass;681;Left Pass;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;15;15;Full Back;0;;0;;3;1000335;1000666;51;242;N;L
68;932657;18936;2350;47.28;47.28;56;1;69;2;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;12;12;Inside Centre;0;;0;;3;1000335;1000666;51;242;N;L
69;932657;24814;2300;49.28;49.28;58;1;17;64;0;0;2;Tackle;144;Line Tackle;160;Passive;0;;475;Ineffective Tackle;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;14;14;Right Wing;0;;0;;3;1000335;1000666;51;242;Y;W
70;932657;23917;2300;49.80;49.80;58;1;17;64;0;0;2;Tackle;146;Edge Tackle;160;Passive;0;;475;Ineffective Tackle;0;;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;11;11;Left Wing;0;;0;;3;1000335;1000666;51;242;Y;W
71;932657;18936;2350;50.72;50.72;59;1;69;2;87;3;1;Carry;103;Other Carry;107;Tackled Dominant CarryEnd;109;Crossed Gain line;460;Dominant Contact CarryEnd;502;2 Tacklers Committed;18;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;12;12;Inside Centre;0;;0;;3;1000335;1000666;51;242;N;L
72;932657;2350;2350;50.72;52.16;59;1;87;3;0;0;23;Ruck;0;Won Outright;401;Won Outright;548;Over Previous Gainline;553;1-2 Seconds;664;Close Right Open Movement Ruck;0;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;N;L
73;932657;24814;2300;50.92;50.92;59;1;13;65;0;0;43;Ruck OOA;577;Not Clearing;583;Own Team 1st Entry;603;OOA Entry 1st Entry- Def;633;Defensive OOA;0;1;1;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;14;14;Right Wing;0;;0;;3;1000335;1000666;51;242;Y;W
74;932657;29829;2350;51.32;51.32;100;1;87;3;0;0;43;Ruck OOA;574;Secured;583;Own Team 1st Entry;588;OOA Entry 1st Entry- Att;632;Attacking OOA;0;1;1;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;11;11;Left Wing;0;;0;;3;1000335;1000666;51;242;N;L
75;932657;24578;2350;51.84;51.84;100;1;87;3;0;0;43;Ruck OOA;574;Secured;584;Own Team 2nd Entry;589;OOA Entry 2nd Entry- Att;632;Attacking OOA;0;2;2;4;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;2;2;Hooker;0;;0;;3;1000335;1000666;51;242;N;L
76;932657;22551;2350;52.16;52.16;101;1;86;3;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
77;932657;22551;2350;52.60;52.60;101;1;86;3;86;3;3;Pass;169;Complete;0;;686;Medium Pass;682;Right Pass;0;;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
78;932657;22551;2350;52.60;52.60;101;1;86;3;0;0;47;Playmaker Options;671;Halfback at Breakdown;675;Playmaker Option - Pass;0;;0;;0;;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;9;9;Scrum Half;0;;0;;3;1000335;1000666;51;242;N;L
79;932657;24589;2350;53.24;53.24;102;1;86;10;0;0;47;Playmaker Options;656;First Receiver;673;Playmaker Option - Carry;0;;0;;0;;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;6;6;Blindside Flanker;0;;0;;3;1000335;1000666;51;242;N;L
80;932657;24589;2350;53.24;53.24;102;1;86;10;0;0;18;Collection;631;General Catch;0;;0;;0;;0;;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;6;6;Blindside Flanker;0;;0;;3;1000335;1000666;51;242;N;L
81;932657;21558;2300;53.52;53.52;102;1;12;60;0;0;2;Tackle;144;Line Tackle;153;Complete;0;;474;Neutral Tackle;0;;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;4;4;Lock (4);0;;0;;3;1000335;1000666;51;242;Y;W
82;932657;23299;2300;53.84;53.84;102;1;12;60;0;0;2;Tackle;144;Line Tackle;153;Complete;0;;474;Neutral Tackle;0;;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;1;1;Loosehead Prop;0;;0;;3;1000335;1000666;51;242;Y;W
83;932657;24589;2350;54.12;54.12;103;1;87;3;90;8;1;Carry;101;One Out Drive;108;Tackled Neutral CarryEnd;109;Crossed Gain line;461;Neutral Contact CarryEnd;502;2 Tacklers Committed;3;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;6;6;Blindside Flanker;0;;0;;3;1000335;1000666;51;242;N;L
84;932657;2350;2350;54.12;56.48;103;1;90;8;0;0;23;Ruck;0;Won Outright;401;Won Outright;548;Over Previous Gainline;554;2-3 Seconds;664;Close Right Open Movement Ruck;0;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;;;;0;;0;;3;1000335;1000666;51;242;N;L
85;932657;23299;2300;54.16;54.16;103;1;10;60;0;0;43;Ruck OOA;578;Got Cleaned Out;583;Own Team 1st Entry;603;OOA Entry 1st Entry- Def;633;Defensive OOA;0;1;1;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;1;1;Loosehead Prop;0;;0;;3;1000335;1000666;51;242;Y;W
86;932657;23694;2350;54.28;54.28;103;1;90;8;0;0;43;Ruck OOA;572;Cleaned Out;583;Own Team 1st Entry;588;OOA Entry 1st Entry- Att;632;Attacking OOA;0;1;1;5;2;0;0;0;2300;2350;15:00;27;14;41;22;0;0;117;-1;NA;7;4;4;Lock (4);0;;0;;3;1000335;1000666;51;242;N;L
